restaurant_name	boro	building	street	zipcode	cuisine	inspection_date	action	violation_code	violation_description	critical_flag	score	grade	grade_date	inspection_type
FAMOUS FAMIGLIA PIZZERIA	QUEENS	7420	ROOSEVELT AVE	11372	Pizza	2/27/16	Violations were cited in the following area(s).	06E	Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.	Critical	12	A	2/27/16	Cycle Inspection / Initial Inspection
ORIENTAL CHINESE KITCHEN	BROOKLYN	390	NEPTUNE AVENUE	11235	Chinese	12/18/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	10	A	12/18/14	Cycle Inspection / Initial Inspection
TRE GIOVANI PIZZA & PASTA	MANHATTAN	548	LA GUARDIA PLACE	10012	Italian	5/16/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	14	B	5/16/16	Cycle Inspection / Re-inspection
COOL ICE	STATEN ISLAND	1872	VICTORY BOULEVARD	10314	Ice Cream, Gelato, Yogurt, Ices	5/5/16	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	10	A	5/5/16	Cycle Inspection / Initial Inspection
PLOY THAI	QUEENS	8140	BROADWAY	11373	Thai	6/16/15	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	Critical	13	A	6/16/15	Cycle Inspection / Re-inspection
ITAL FUSION	BROOKLYN	4705	CHURCH AVENUE	11203	Vegetarian	3/26/15	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	41	C	3/26/15	Cycle Inspection / Re-inspection
FRESCO ON THE GO	MANHATTAN	40	EAST   52 STREET	10022	American	6/11/13	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	10	A	6/11/13	Cycle Inspection / Re-inspection
GHENET BROOKLYN	BROOKLYN	348	DOUGLASS STREET	11217	Ethiopian	4/13/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	11	A	4/13/16	Cycle Inspection / Initial Inspection
DUNKIN' DONUTS	BRONX	1791	WESTCHESTER AVENUE	10472	Donuts	12/27/13	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	7	A	12/27/13	Cycle Inspection / Initial Inspection
SUBWAY	MANHATTAN	150	W 47TH ST	10036	Sandwiches/Salads/Mixed Buffet	3/30/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	9	A	3/30/16	Cycle Inspection / Initial Inspection
ORIGINAL RICKY'S	BROOKLYN	1501	FULTON ST	11216	Caribbean	7/1/16	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	11	A	7/1/16	Pre-permit (Operational) / Re-inspection
STARBUCKS	MANHATTAN	45	WEST    4 STREET	10012	Cafe/Coffee/Tea	7/30/13	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	13	A	7/30/13	Cycle Inspection / Initial Inspection
PIZZA	MANHATTAN	84	HESTER ST	10002	Pizza	7/22/15	Violations were cited in the following area(s).	06B	Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.	Critical	9	A	7/22/15	Cycle Inspection / Initial Inspection
FAMOUS CUISINE	BROOKLYN	4606	8 AVENUE	11220	Chinese	10/2/12	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	23	B	10/2/12	Cycle Inspection / Re-inspection
BUCA DI BEPPO	MANHATTAN	1540	BROADWAY	10036	Italian	12/30/14	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	8	A	12/30/14	Cycle Inspection / Re-inspection
THAILAND RESTAURANT	MANHATTAN	856	10 AVENUE	10019	Thai	8/24/16	Violations were cited in the following area(s).	02H	Food not cooled by an approved method whereby the internal product temperature is reduced from 140籾綣 F to 70籾綣 F or less within 2 hours, and from 70籾綣 F to 41 degrees F or less within 4 additional hours.	Critical	12	A	8/24/16	Cycle Inspection / Re-inspection
GOLDEN KRUST CARIBBEAN BAKERY & GRILL	BROOKLYN	1364	PENNSYLVANIA AVENUE	11239	Caribbean	5/16/16	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	10	A	5/16/16	Cycle Inspection / Initial Inspection
CHOKOLAT PATISSERIE	MANHATTAN	3111	BROADWAY	10027	French	3/30/16	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	9	A	3/30/16	Cycle Inspection / Re-inspection
AROMA ESPRESSO BAR	MANHATTAN	161	WEST   72 STREET	10023	Cafe/Coffee/Tea	3/14/16	Violations were cited in the following area(s).	10E	Accurate thermometer not provided in refrigerated or hot holding equipment.	Not Critical	13	A	3/14/16	Cycle Inspection / Initial Inspection
T. K. KITCHEN	MANHATTAN	26	SAINT MARKS PLACE	10003	Asian	4/7/15	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	30	C	4/7/15	Cycle Inspection / Re-inspection
BOTANICA	BROOKLYN	220	CONOVER STREET	11231	American	5/30/15	Violations were cited in the following area(s).	10J	'''Wash hands sign not posted at hand wash facility.	Not Critical	21	B	5/30/15	Cycle Inspection / Re-inspection
JAMAICAN FLAVORS	QUEENS	16417	JAMAICA AVENUE	11432	Caribbean	1/30/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	2	A	1/30/14	Cycle Inspection / Initial Inspection
CHRISTOS STEAKHOUSE	QUEENS	4108	23 AVENUE	11105	American	3/4/15	Violations were cited in the following area(s).	09B	Thawing procedures improper.	Not Critical	12	A	3/4/15	Cycle Inspection / Initial Inspection
DUNKIN' DONUTS	QUEENS	0	JFK INTERNATIONAL AIRPORT	11430	Cafe/Coffee/Tea	2/7/13	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	9	A	2/7/13	Cycle Inspection / Re-inspection
HUNTSPOINT CHINESE RESTAURANT	BRONX	901	SOUTHERN BOULEVARD	10459	Chinese	11/28/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	10	A	11/28/14	Cycle Inspection / Re-inspection
BOB'S DISCOUNT FURNITURE CAFE	MANHATTAN	517	EAST  117 STREET	10035	Cafe/Coffee/Tea	2/21/14	Violations were cited in the following area(s).	04A	Food Protection Certificate not held by supervisor of food operations.	Critical	10	A	2/21/14	Cycle Inspection / Initial Inspection
SINGH'S ROTI SHOP & BAR	QUEENS	13118	LIBERTY AVENUE	11419	Caribbean	5/13/15	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	9	A	5/13/15	Cycle Inspection / Initial Inspection
Mr. Q's Chinese & Japanese Bar Restaurant	BRONX	2115	WILLIAMSBRIDGE RD	10461	Chinese/Japanese	9/17/14	Violations were cited in the following area(s).	08B	Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.	Not Critical	12	A	9/17/14	Pre-permit (Operational) / Initial Inspection
CROWN FRIED CHICKEN	MANHATTAN	117	AVENUE D	10009	Chicken	5/6/16	Violations were cited in the following area(s).	04A	Food Protection Certificate not held by supervisor of food operations.	Critical	19	B	5/6/16	Cycle Inspection / Re-inspection
FATTY CRAB	MANHATTAN	643	HUDSON STREET	10014	Asian	7/8/14	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	25	B	7/8/14	Cycle Inspection / Re-inspection
MCDONALD'S	QUEENS	16605	ROCKAWAY BOULEVARD	11434	Hamburgers	8/9/16	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	11	A	8/9/16	Cycle Inspection / Initial Inspection
SHAMAS DELI	MANHATTAN	150	WEST   38 STREET	10018	American	4/15/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	9	A	4/15/14	Cycle Inspection / Initial Inspection
ARMONDO'S PIZZA	BROOKLYN	1413	ROCKAWAY PARKWAY	11236	Pizza	8/27/14	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	13	A	8/27/14	Cycle Inspection / Re-inspection
BAGEL ROAD	BROOKLYN	1424	SHEEPSHEAD BAY RD	11235	Bagels/Pretzels	12/23/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	8	A	12/23/14	Pre-permit (Operational) / Re-inspection
GASLIGHT	MANHATTAN	400	WEST   14 STREET	10014	American	2/12/13	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	23	B	2/12/13	Cycle Inspection / Re-inspection
TAO RESTAURANT	MANHATTAN	42	EAST   58 STREET	10022	Asian	8/10/15	Violations were cited in the following area(s).	04H	Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.	Critical	9	A	8/10/15	Cycle Inspection / Initial Inspection
LLUVIA DE ESPERANZA	QUEENS	3308	106TH ST	11368	Juice, Smoothies, Fruit Salads	9/28/15	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	2	A	9/28/15	Pre-permit (Operational) / Initial Inspection
